ID	Name	Latitude	Longitude	Address	Zipcode	Type	Website	drivingTime	walkingTime	transitTime	nomalized_crime_score	foodscore	gasscore	entertainmentscore	clusters
687	317 8th St NE UNIT	33.779177	-84.376757	317 8th St NE UNIT 7, Atlanta, GA	30309	Apartment	http://www.zillow.com/homedetails/317-8th-St-NE-UNIT-7-Atlanta-GA-30309/65461516_zpid/	544	1942	1768	97.29400822	90.10989011	38.46153846	82.4742268	3
688	319 Mcgill Park Ave NE # 31	33.76221	-84.37626	319 Mcgill Park Ave NE # 319, Atlanta, GA	30303	Condo	http://www.zillow.com/homedetails/319-Mcgill-Park-Ave-NE-319-Atlanta-GA-30312/2104086207_zpid/	512	2806	2440	88.30021331	89.56043956	42.30769231	85.05154639	3
689	319 Mcgill Park Ave N	33.762109	-84.376366	319 Mcgill Park Ave NE, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/319-Mcgill-Park-Ave-NE-Atlanta-GA-30312/35878969_zpid/	522	2815	2450	88.86744031	89.56043956	46.15384615	85.05154639	3
690	3200 Teton Dr S	33.861671	-84.461054	3200 Teton Dr SE, Atlanta, GA	30339	House	http://www.zillow.com/homedetails/3200-Teton-Dr-SE-Atlanta-GA-30339/14318886_zpid/	962	10151	4136	100	81.86813187	11.53846154	24.22680412	6
691	3207 Mckenzie R	33.6695	-84.4668	3207 Mckenzie Rd, East Point, GA	30344	Apartment	http://www.zillow.com/homedetails/3207-Mckenzie-Rd-East-Point-GA-30344/2127741511_zpid/	1311	11878	3570	100	95.05494505	11.53846154	99.48453608	0
692	320 Lakemoore Dr NE APT	33.866132	-84.37728	320 Lakemoore Dr NE APT 1, Atlanta, GA	30342	Condo	http://www.zillow.com/homedetails/320-Lakemoore-Dr-NE-APT-1-Atlanta-GA-30342/65467402_zpid/	1138	8880	3788	98.51273863	84.61538462	11.53846154	43.81443299	4
693	3212 Towerview Dr N	33.841447	-84.353624	3212 Towerview Dr NE, Atlanta, GA	30324	House	http://www.zillow.com/homedetails/3212-Towerview-Dr-NE-Atlanta-GA-30324/35938531_zpid/	940	7981	2462	99.69578062	83.51648352	7.692307692	86.08247423	0
694	3216 Panthers Trc	33.698141	-84.270298	3216 Panthers Trce, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3216-Panthers-Trce-Decatur-GA-30034/59933539_zpid/	1204	13585	4498	91.78691246	56.04395604	7.692307692	27.31958763	1
695	3230 Lindmoor Dr # 323	33.8193	-84.25689	3230 Lindmoor Dr # 3230, Decatur, GA	30033	Apartment	http://www.zillow.com/homedetails/3230-Lindmoor-Dr-3230-Decatur-GA-30033/2099415376_zpid/	1496	12641	5220	100	40.10989011	3.846153846	13.91752577	1
696	3258 Laramie Dr S	33.86502	-84.459473	3258 Laramie Dr SE, Atlanta, GA	30339	House	http://www.zillow.com/homedetails/3258-Laramie-Dr-SE-Atlanta-GA-30339/14318963_zpid/	1022	10423	4425	100	81.31868132	15.38461538	43.29896907	4
697	3259 Cascade Parc Blvd S	33.69927	-84.496612	3259 Cascade Parc Blvd SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/3259-Cascade-Parc-Blvd-SW-Atlanta-GA-30311/71759760_zpid/	1171	11723	4136	89.40645847	73.62637363	15.38461538	16.49484536	2
698	3259 Pine Meadow Rd N	33.843819	-84.423723	3259 Pine Meadow Rd NW, Atlanta, GA	30327	House	http://www.zillow.com/homedetails/3259-Pine-Meadow-Rd-NW-Atlanta-GA-30327/35914544_zpid/	768	6982	2360	100	79.67032967	11.53846154	14.43298969	2
699	3265 Washington Rd APT	33.66682	-84.46558	3265 Washington Rd APT 2, East Point, GA	30344	Townhouse	http://www.zillow.com/homedetails/3265-Washington-Rd-APT-2-East-Point-GA-30344/2100591708_zpid/	1258	11774	3315	100	95.05494505	11.53846154	99.48453608	0
700	3276 Paces Mill Rd SE #	33.86975	-84.45904	3276 Paces Mill Rd SE # 7, Atlanta, GA	30339	Apartment	http://www.zillow.com/homedetails/3276-Paces-Mill-Rd-SE-7-Atlanta-GA-30339/2099333654_zpid/	868	10761	2892	100	81.31868132	19.23076923	73.71134021	0
701	3276 Paces Mill Rd S	33.870977	-84.456913	3276 Paces Mill Rd SE, Atlanta, GA	30339	House	http://www.zillow.com/homedetails/3276-Paces-Mill-Rd-SE-Atlanta-GA-30339/14319017_zpid/	842	10566	2548	100	81.31868132	11.53846154	74.74226804	0
702	3278 Washington Rd #	33.6667	-84.46552	3278 Washington Rd # 7, East Point, GA	30344	Townhouse	http://www.zillow.com/homedetails/3278-Washington-Rd-7-East-Point-GA-30344/2099319133_zpid/	1258	11781	3315	100	95.05494505	11.53846154	99.48453608	0
703	3278 Weslock Ci	33.696982	-84.298766	3278 Weslock Cir, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3278-Weslock-Cir-Decatur-GA-30034/14433093_zpid/	1113	11773	4824	100	43.95604396	3.846153846	10.30927835	1
704	3279 Washington Rd APT	33.66623	-84.46599	3279 Washington Rd APT 8, East Point, GA	30344	Townhouse	http://www.zillow.com/homedetails/3279-Washington-Rd-APT-8-East-Point-GA-30344/2099319134_zpid/	1265	11829	3366	100	95.05494505	15.38461538	99.48453608	0
705	3282 Ferncliff L	33.845092	-84.355722	3282 Ferncliff Ln, Atlanta, GA	30324	House	http://www.zillow.com/homedetails/3282-Ferncliff-Ln-Atlanta-GA-30324/121351239_zpid/	975	8120	2228	95.34536818	83.51648352	7.692307692	85.05154639	0
706	3291 Sheffield Cir # 329	33.73093	-84.25468	3291 Sheffield Cir # 3291, Decatur, GA	30032	Condo	http://www.zillow.com/homedetails/3291-Sheffield-Cir-3291-Decatur-GA-30032/2108828798_zpid/	1199	12811	4749	97.8416964	43.40659341	3.846153846	10.30927835	1
707	3291 Sheffield Ci	33.730929	-84.254685	3291 Sheffield Cir, Decatur, GA	30032	House	http://www.zillow.com/homedetails/3291-Sheffield-Cir-Decatur-GA-30032/70835797_zpid/	1199	12811	4749	97.84353955	43.40659341	3.846153846	10.30927835	1
708	3292 Basking Shade L	33.67311	-84.254858	3292 Basking Shade Ln, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3292-Basking-Shade-Ln-Decatur-GA-30034/14427305_zpid/	1564	16298	5746	95.36537384	18.13186813	3.846153846	10.30927835	5
709	3295 Academy Sq #	33.66573	-84.44341	3295 Academy Sq # 0, College Park, GA	30337	Condo	http://www.zillow.com/homedetails/3295-Academy-Sq-0-College-Park-GA-30337/2099766307_zpid/	1151	11015	3260	100	87.36263736	11.53846154	67.5257732	4
710	3298 Rabun Dr S	33.739636	-84.494663	3298 Rabun Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/3298-Rabun-Dr-SW-Atlanta-GA-30311/35870582_zpid/	1119	9504	3925	99.31064258	36.81318681	3.846153846	18.04123711	5
711	32 Peachtree St NW APT 130	33.75476	-84.389909	32 Peachtree St NW APT 1306, Atlanta, GA	30303	Condo	http://www.zillow.com/homedetails/32-Peachtree-St-NW-APT-1306-Atlanta-GA-30303/65462937_zpid/	604	2303	1561	59.99247761	91.75824176	11.53846154	85.05154639	7
712	3300 Cascade Rd S	33.720322	-84.496805	3300 Cascade Rd SW, Atlanta, GA	30311	Apartment	http://www.zillow.com/homedetails/3300-Cascade-Rd-SW-Atlanta-GA-30311/35873094_zpid/	1202	10779	3990	98.24561678	58.79120879	7.692307692	10.30927835	1
713	3300 Windy Ridge Pkwy SE UNIT 100	33.904134	-84.45602	3300 Windy Ridge Pkwy SE UNIT 1001, Atlanta, GA	30339	Condo	http://www.zillow.com/homedetails/3300-Windy-Ridge-Pkwy-SE-UNIT-1001-Atlanta-GA-30339/87684985_zpid/	1095	14360	4370	100	79.67032967	7.692307692	27.83505155	6
714	3300 Windy Ridge Pkwy SE UNIT 171	33.904081	-84.455916	3300 Windy Ridge Pkwy SE UNIT 1716, Atlanta, GA	30339	Condo	http://www.zillow.com/homedetails/3300-Windy-Ridge-Pkwy-SE-UNIT-1716-Atlanta-GA-30339/87686346_zpid/	1095	14348	4358	100	79.67032967	7.692307692	27.83505155	6
715	3301 Henderson Mill Rd APT E	33.88103	-84.24461	3301 Henderson Mill Rd APT E7, Atlanta, GA	30341	Apartment	http://www.zillow.com/homedetails/3301-Henderson-Mill-Rd-APT-E7-Atlanta-GA-30341/2124033615_zpid/	1282	16087	4102	98.93008521	68.68131868	3.846153846	27.83505155	2
716	3304 Rose Rdg # 330	33.88992	-84.25198	3304 Rose Rdg # 3304, Atlanta, GA	30340	Apartment	http://www.zillow.com/homedetails/3304-Rose-Rdg-3304-Atlanta-GA-30340/2099843901_zpid/	1162	16376	4535	98.15347497	79.67032967	11.53846154	22.16494845	6
717	3304 Rose Rd	33.889961	-84.251967	3304 Rose Rdg, Atlanta, GA	30340	House	http://www.zillow.com/homedetails/3304-Rose-Rdg-Atlanta-GA-30340/14571470_zpid/	1161	16374	4533	98.14857571	79.67032967	11.53846154	22.16494845	6
718	3312 York P	33.718838	-84.250424	3312 York Pl, Decatur, GA	30032	House	http://www.zillow.com/homedetails/3312-York-Pl-Decatur-GA-30032/14443503_zpid/	1098	13928	4622	96.17076938	14.28571429	3.846153846	10.30927835	5
719	3324 Peachtree Rd N	33.845955	-84.369094	3324 Peachtree Rd NE, Atlanta, GA	30326	Condo	http://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-Atlanta-GA-30326/2111666162_zpid/	1051	7278	2043	84.58052182	88.46153846	15.38461538	84.53608247	0
720	3324 Peachtree Rd NE UNIT 271	33.845966	-84.369385	3324 Peachtree Rd NE UNIT 2713, Atlanta, GA	30326	Condo	http://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-UNIT-2713-Atlanta-GA-30326/82622439_zpid/	1051	7294	2060	82.63475505	88.46153846	15.38461538	84.53608247	0
721	3325 Piedmont Rd NE UNIT 160	33.845945	-84.372443	3325 Piedmont Rd NE UNIT 1601, Atlanta, GA	30305	Apartment	http://www.zillow.com/homedetails/3325-Piedmont-Rd-NE-UNIT-1601-Atlanta-GA-30305/92191805_zpid/	956	7203	2301	68.97680581	89.56043956	19.23076923	85.56701031	7
722	3334 Peachtree Rd NE APT 81	33.849315	-84.37078	3334 Peachtree Rd NE APT 813, Atlanta, GA	30326	Condo	http://www.zillow.com/homedetails/3334-Peachtree-Rd-NE-APT-813-Atlanta-GA-30326/55018226_zpid/	939	7645	2132	94.40487464	87.36263736	15.38461538	81.95876289	0
723	3336 Lantern View L	33.790833	-84.250709	3336 Lantern View Ln, Scottdale, GA	30079	House	http://www.zillow.com/homedetails/3336-Lantern-View-Ln-Scottdale-GA-30079/61922487_zpid/	1583	12001	4648	89.71133074	95.05494505	11.53846154	98.45360825	0
724	3338 Peachtree Rd NE APT 90	33.848613	-84.371643	3338 Peachtree Rd NE APT 904, Atlanta, GA	30326	Apartment	http://www.zillow.com/homedetails/3338-Peachtree-Rd-NE-APT-904-Atlanta-GA-30326/69364595_zpid/	908	7611	2099	85.1959729	87.91208791	19.23076923	82.98969072	0
725	3338 Peachtree Rd N	33.84861	-84.37164	3338 Peachtree Rd NE, Atlanta, GA	30326	Apartment	http://www.zillow.com/homedetails/3338-Peachtree-Rd-NE-Atlanta-GA-30326/2103614095_zpid/	908	7611	2099	85.20710329	87.91208791	19.23076923	82.98969072	0
726	333 Nelson Street Sw # Top Floo	33.75173	-84.39815	333 Nelson Street Sw # Top Floor, Atlanta, GA	30303	Condo	http://www.zillow.com/homedetails/333-Nelson-Street-Sw-Top-Floor-Atlanta-GA-30313/2099303017_zpid/	639	2703	2120	82.5013476	91.75824176	19.23076923	85.56701031	0
727	3344 Peachtree Rd NE UNIT 320	33.84721	-84.368767	3344 Peachtree Rd NE UNIT 3203, Atlanta, GA	30326	Condo	http://www.zillow.com/homedetails/3344-Peachtree-Rd-NE-UNIT-3203-Atlanta-GA-30326/92192882_zpid/	962	7437	1878	89.63096297	88.46153846	15.38461538	82.98969072	0
728	3344 Peachtree Rd NE UNIT 340	33.847209	-84.368766	3344 Peachtree Rd NE UNIT 3401, Atlanta, GA	30326	Condo	http://www.zillow.com/homedetails/3344-Peachtree-Rd-NE-UNIT-3401-Atlanta-GA-30326/92192938_zpid/	962	7437	1878	89.63310831	88.46153846	15.38461538	82.98969072	0
729	3346 Sims S	33.662657	-84.413815	3346 Sims St, Hapeville, GA	30354	Townhouse	http://www.zillow.com/homedetails/3346-Sims-St-Hapeville-GA-30354/69378668_zpid/	899	10543	3122	100	85.71428571	19.23076923	95.87628866	0
730	335 Simpson Ter N	33.764319	-84.447019	335 Simpson Ter NW, Atlanta, GA	30314	House	http://www.zillow.com/homedetails/335-Simpson-Ter-NW-Atlanta-GA-30314/35856211_zpid/	731	4606	2682	98.50607321	46.15384615	3.846153846	10.30927835	1
731	335 W Ponce De Leon Av	33.77579	-84.30137	335 W Ponce De Leon Ave, Decatur, GA	30030	Apartment	http://www.zillow.com/homedetails/335-W-Ponce-De-Leon-Ave-Decatur-GA-30030/2105242298_zpid/	1274	7470	3240	100	91.20879121	34.61538462	95.87628866	3
732	335 W Ponce De Leon Ave UNIT 21	33.77596	-84.301626	335 W Ponce De Leon Ave UNIT 215, Decatur, GA	30030	Condo	http://www.zillow.com/homedetails/335-W-Ponce-De-Leon-Ave-UNIT-215-Decatur-GA-30030/70836186_zpid/	1270	7447	3264	100	91.20879121	34.61538462	94.84536082	3
733	3367 Benjamin E Mays Dr S	33.737814	-84.497969	3367 Benjamin E Mays Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/3367-Benjamin-E-Mays-Dr-SW-Atlanta-GA-30311/35872816_zpid/	1138	10034	4318	98.70319651	68.68131868	7.692307692	12.88659794	2
734	3380 Jackson D	33.749879	-84.251509	3380 Jackson Dr, Decatur, GA	30032	House	http://www.zillow.com/homedetails/3380-Jackson-Dr-Decatur-GA-30032/14462867_zpid/	1389	12011	4646	99.07459462	70.87912088	3.846153846	10.30927835	2
735	3394 Comet Ci	33.709465	-84.250157	3394 Comet Cir, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3394-Comet-Cir-Decatur-GA-30034/14441160_zpid/	1110	14545	3876	99.00989649	34.61538462	3.846153846	15.46391753	5
736	339 Melrose Ave #	33.76992	-84.30975	339 Melrose Ave # B, Decatur, GA	30030	Apartment	http://www.zillow.com/homedetails/339-Melrose-Ave-B-Decatur-GA-30030/2100038298_zpid/	1201	7346	3264	100	84.61538462	7.692307692	44.84536082	4
737	33 Ponce De Leon Ave NE APT 30	33.771983	-84.386362	33 Ponce De Leon Ave NE APT 302, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/33-Ponce-De-Leon-Ave-NE-APT-302-Atlanta-GA-30308/65461621_zpid/	362	1362	1231	73.58199363	91.20879121	30.76923077	83.50515464	7
738	3411 Hazelwood Dr S	33.727996	-84.499972	3411 Hazelwood Dr SW, Atlanta, GA	30311	Apartment	http://www.zillow.com/homedetails/3411-Hazelwood-Dr-SW-Atlanta-GA-30311/35872972_zpid/	1297	11003	4903	98.48772556	65.93406593	7.692307692	10.30927835	2
739	3413 River Run Tr	33.670959	-84.254695	3413 River Run Trl, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3413-River-Run-Trl-Decatur-GA-30034/54449517_zpid/	1530	16211	5656	94.97570853	18.13186813	3.846153846	10.30927835	5
740	3425 Casa Woods L	33.810818	-84.248921	3425 Casa Woods Ln, Clarkston, GA	30021	House	http://www.zillow.com/homedetails/3425-Casa-Woods-Ln-Clarkston-GA-30021/14529804_zpid/	1625	12969	5104	99.82008975	94.50549451	11.53846154	99.48453608	0
741	3431 Forrest Hills D	33.6602	-84.395664	3431 Forrest Hills Dr, Hapeville, GA	30354	House	http://www.zillow.com/homedetails/3431-Forrest-Hills-Dr-Hapeville-GA-30354/35885835_zpid/	1038	10893	4131	100	75.82417582	3.846153846	10.30927835	2
742	3433 Bennington D	33.756154	-84.249285	3433 Bennington Dr, Decatur, GA	30032	House	http://www.zillow.com/homedetails/3433-Bennington-Dr-Decatur-GA-30032/14472976_zpid/	1428	11913	4578	89.05964968	69.23076923	3.846153846	10.30927835	2
743	3433 Waldrop Tr	33.683559	-84.26042	3433 Waldrop Trl, Decatur, GA	30034	Townhouse	http://www.zillow.com/homedetails/3433-Waldrop-Trl-Decatur-GA-30034/70834521_zpid/	1469	15650	6415	83.40220529	46.15384615	3.846153846	10.30927835	1
744	3445 Almand D	33.66166	-84.46076	3445 Almand Dr, Atlanta, GA	30337	Apartment	http://www.zillow.com/homedetails/3445-Almand-Dr-Atlanta-GA-30337/2119922558_zpid/	1290	12112	4168	100	85.16483516	26.92307692	99.48453608	3
745	3452 Glen R	33.755624	-84.248432	3452 Glen Rd, Decatur, GA	30032	House	http://www.zillow.com/homedetails/3452-Glen-Rd-Decatur-GA-30032/14472996_zpid/	1442	12030	4617	90.27018542	71.97802198	3.846153846	10.30927835	2
746	3458 Kingswood Tr	33.682094	-84.256888	3458 Kingswood Trl, Decatur, GA	30034	Townhouse	http://www.zillow.com/homedetails/3458-Kingswood-Trl-Decatur-GA-30034/14429500_zpid/	1518	15825	6060	80.72611427	43.40659341	3.846153846	15.46391753	1
747	3469 Louise S	33.656859	-84.401794	3469 Louise St, Atlanta, GA	30354	House	http://www.zillow.com/homedetails/3469-Louise-St-Atlanta-GA-30354/35893398_zpid/	995	10930	3396	100	84.06593407	3.846153846	49.48453608	4
748	3475 Oak Valley Rd N	33.85011	-84.35925	3475 Oak Valley Rd NE, Atlanta, GA	30326	House	http://www.zillow.com/homedetails/3475-Oak-Valley-Rd-NE-Atlanta-GA-30326/2130485454_zpid/	1040	8147	2355	62.44207186	85.16483516	15.38461538	74.22680412	7
749	3477 Parc Dr S	33.699689	-84.497352	3477 Parc Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/3477-Parc-Dr-SW-Atlanta-GA-30311/71755538_zpid/	1217	11877	4290	93.36727012	76.92307692	15.38461538	16.49484536	2
750	3486 Essex Ave # 8	33.869941	-84.460213	3486 Essex Ave # 88, Atlanta, GA	30339	Condo	http://www.zillow.com/homedetails/3486-Essex-Ave-88-Atlanta-GA-30339/60157912_zpid/	926	10905	3036	100	81.31868132	19.23076923	73.71134021	0
751	3488 Chestnut D	33.892778	-84.276695	3488 Chestnut Dr, Doraville, GA	30340	House	http://www.zillow.com/homedetails/3488-Chestnut-Dr-Doraville-GA-30340/14571777_zpid/	1221	14263	3535	100	86.81318681	30.76923077	98.45360825	3
752	349 Redland Rd N	33.81027	-84.399206	349 Redland Rd NW, Atlanta, GA	30309	House	http://www.zillow.com/homedetails/349-Redland-Rd-NW-Atlanta-GA-30309/35908386_zpid/	662	3688	2410	98.48102756	88.46153846	26.92307692	82.4742268	3
753	34 Park Ln N	33.793166	-84.375037	34 Park Ln NE, Atlanta, GA	30309	House	http://www.zillow.com/homedetails/34-Park-Ln-NE-Atlanta-GA-30309/35931413_zpid/	598	2682	1722	96.25922071	87.36263736	26.92307692	82.98969072	3
754	3500 Shepherds Pat	33.680706	-84.235655	3500 Shepherds Path, Decatur, GA	30034	Townhouse	http://www.zillow.com/homedetails/3500-Shepherds-Path-Decatur-GA-30034/14429810_zpid/	1589	16526	8199	96.52884161	66.48351648	3.846153846	17.5257732	2
755	3501 Tarragon D	33.680023	-84.208562	3501 Tarragon Dr, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3501-Tarragon-Dr-Decatur-GA-30034/14430690_zpid/	1553	18731	0	100	31.31868132	7.692307692	10.30927835	5
756	3507 Parc Cir S	33.69861	-84.497487	3507 Parc Cir SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/3507-Parc-Cir-SW-Atlanta-GA-30311/71752113_zpid/	1199	11838	4251	95.07235268	76.92307692	15.38461538	16.49484536	2
757	350 Altoona Pl S	33.745623	-84.434758	350 Altoona Pl SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/350-Altoona-Pl-SW-Atlanta-GA-30310/35842539_zpid/	750	5750	3081	97.20516906	81.86813187	7.692307692	14.43298969	2
758	351 Kendrick Ave S	33.728757	-84.376102	351 Kendrick Ave SE, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/351-Kendrick-Ave-SE-Atlanta-GA-30315/35877340_zpid/	814	5145	3167	97.08728129	80.76923077	7.692307692	48.45360825	4
759	351 Parkview Manor D	33.876989	-84.173196	351 Parkview Manor Dr, Tucker, GA	30084	Apartment	http://www.zillow.com/homedetails/351-Parkview-Manor-Dr-Tucker-GA-30084/60833443_zpid/	1868	19719	0	100	85.16483516	3.846153846	13.40206186	2
760	352 4th St N	33.774701	-84.375757	352 4th St NE, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/352-4th-St-NE-Atlanta-GA-30308/35880088_zpid/	578	1831	1831	93.32114714	88.46153846	30.76923077	83.50515464	3
761	3575 Oakvale Rd APT 40	33.680774	-84.271624	3575 Oakvale Rd APT 409, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3575-Oakvale-Rd-APT-409-Decatur-GA-30034/61916555_zpid/	1411	14867	5279	91.85226794	41.75824176	3.846153846	10.30927835	1
762	357 Clifford Ave N	33.76364	-84.315356	357 Clifford Ave NE, Atlanta, GA	30317	House	http://www.zillow.com/homedetails/357-Clifford-Ave-NE-Atlanta-GA-30317/14469685_zpid/	1102	7039	3004	98.3413611	84.61538462	7.692307692	69.07216495	4
763	3585 Parc Cir SW # A	33.70037	-84.49756	3585 Parc Cir SW # A3, Atlanta, GA	30311	Condo	http://www.zillow.com/homedetails/3585-Parc-Cir-SW-A3-Atlanta-GA-30311/2099184333_zpid/	1226	11906	4319	92.30293443	76.92307692	15.38461538	16.49484536	2
764	3593 Warbler D	33.691553	-84.241552	3593 Warbler Dr, Decatur, GA	30034	House	http://www.zillow.com/homedetails/3593-Warbler-Dr-Decatur-GA-30034/14433989_zpid/	1405	16229	5988	98.217925	62.63736264	3.846153846	15.46391753	2
765	3603 Woodbriar Cir APT	33.843132	-84.230462	3603 Woodbriar Cir APT C, Tucker, GA	30084	Condo	http://www.zillow.com/homedetails/3603-Woodbriar-Cir-APT-C-Tucker-GA-30084/61923675_zpid/	1577	15291	5254	96.16994787	87.91208791	30.76923077	98.45360825	3
766	3603 Woodbriar Cir APT	33.843126	-84.230626	3603 Woodbriar Cir APT E, Tucker, GA	30084	Condo	http://www.zillow.com/homedetails/3603-Woodbriar-Cir-APT-E-Tucker-GA-30084/61923677_zpid/	1573	15281	5244	96.36037856	87.91208791	30.76923077	98.45360825	3
767	3604 Oakshire Way SE #	33.65842	-84.35075	3604 Oakshire Way SE # 0, Atlanta, GA	30354	Condo	http://www.zillow.com/homedetails/3604-Oakshire-Way-SE-0-Atlanta-GA-30354/2099258727_zpid/	1365	12468	5052	97.77553652	98.9010989	11.53846154	97.42268041	0
768	3604 Oakshire Way S	33.658451	-84.350761	3604 Oakshire Way SE, Atlanta, GA	30354	House	http://www.zillow.com/homedetails/3604-Oakshire-Way-SE-Atlanta-GA-30354/82630314_zpid/	1365	12470	5053	97.798944	98.9010989	11.53846154	97.42268041	0
769	3609 Woodbriar Cir APT	33.844202	-84.230209	3609 Woodbriar Cir APT B, Tucker, GA	30084	Condo	http://www.zillow.com/homedetails/3609-Woodbriar-Cir-APT-B-Tucker-GA-30084/61923742_zpid/	1556	15261	5223	97.14540845	86.26373626	30.76923077	98.45360825	3
770	361 Lynnhaven Dr S	33.715159	-84.399592	361 Lynnhaven Dr SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/361-Lynnhaven-Dr-SW-Atlanta-GA-30310/35891443_zpid/	908	6392	3341	92.60426813	62.63736264	7.692307692	17.01030928	2
771	3626 N Stratford Rd N	33.854029	-84.368464	3626 N Stratford Rd NE, Atlanta, GA	30342	House	http://www.zillow.com/homedetails/3626-N-Stratford-Rd-NE-Atlanta-GA-30342/35933565_zpid/	1011	8772	3277	97.74497099	87.91208791	7.692307692	77.83505155	0
